stage,model,scope,metric
13,rf,locked holdout test,pr_auc_ci_low
13,rf,locked holdout test,precision
13,rf,locked holdout test,recall
13,rf,locked holdout test,roc_auc
13,rf,locked holdout test,threshold
13,rf,locked holdout test,tn
13,rf,locked holdout test,tp
13,xgb,locked holdout test,calibration_slope
13,xgb,locked holdout test,fn
13,xgb,locked holdout test,fp
13,xgb,locked holdout test,pr_auc
13,xgb,locked holdout test,pr_auc_ci_high
13,xgb,locked holdout test,pr_auc_ci_low
13,xgb,locked holdout test,precision
13,xgb,locked holdout test,recall
13,xgb,locked holdout test,roc_auc
13,xgb,locked holdout test,threshold
13,xgb,locked holdout test,tn
13,xgb,locked holdout test,tp
14,dt_vs_rf,paired outer folds,fold_diff_1
14,dt_vs_rf,paired outer folds,fold_diff_2
14,dt_vs_rf,paired outer folds,fold_diff_3
14,dt_vs_rf,paired outer folds,fold_diff_4
14,dt_vs_rf,paired outer folds,fold_diff_5
14,dt_vs_rf,paired outer folds,folds_agreeing_in_sign
14,dt_vs_rf,paired outer folds,mean_diff
14,dt_vs_rf,paired outer folds,n_folds
14,dt_vs_rf,paired outer folds,sd_diff
14,dt_vs_xgb,paired outer folds,fold_diff_1
14,dt_vs_xgb,paired outer folds,fold_diff_2
14,dt_vs_xgb,paired outer folds,fold_diff_3
14,dt_vs_xgb,paired outer folds,fold_diff_4
14,dt_vs_xgb,paired outer folds,fold_diff_5
14,dt_vs_xgb,paired outer folds,folds_agreeing_in_sign
14,dt_vs_xgb,paired outer folds,mean_diff
14,dt_vs_xgb,paired outer folds,n_folds
14,dt_vs_xgb,paired outer folds,sd_diff
14,lr_vs_dt,paired outer folds,fold_diff_1
14,lr_vs_dt,paired outer folds,fold_diff_2
14,lr_vs_dt,paired outer folds,fold_diff_3
14,lr_vs_dt,paired outer folds,fold_diff_4
14,lr_vs_dt,paired outer folds,fold_diff_5
14,lr_vs_dt,paired outer folds,folds_agreeing_in_sign
14,lr_vs_dt,paired outer folds,mean_diff
14,lr_vs_dt,paired outer folds,n_folds
14,lr_vs_dt,paired outer folds,sd_diff
14,lr_vs_rf,paired outer folds,fold_diff_1
14,lr_vs_rf,paired outer folds,fold_diff_2
14,lr_vs_rf,paired outer folds,fold_diff_3
14,lr_vs_rf,paired outer folds,fold_diff_4
14,lr_vs_rf,paired outer folds,fold_diff_5
14,lr_vs_rf,paired outer folds,folds_agreeing_in_sign
14,lr_vs_rf,paired outer folds,mean_diff
14,lr_vs_rf,paired outer folds,n_folds
14,lr_vs_rf,paired outer folds,sd_diff
14,lr_vs_xgb,paired outer folds,fold_diff_1
14,lr_vs_xgb,paired outer folds,fold_diff_2
14,lr_vs_xgb,paired outer folds,fold_diff_3
14,lr_vs_xgb,paired outer folds,fold_diff_4
14,lr_vs_xgb,paired outer folds,fold_diff_5
14,lr_vs_xgb,paired outer folds,folds_agreeing_in_sign
14,lr_vs_xgb,paired outer folds,mean_diff
14,lr_vs_xgb,paired outer folds,n_folds
14,lr_vs_xgb,paired outer folds,sd_diff
14,rf_vs_xgb,paired outer folds,fold_diff_1
14,rf_vs_xgb,paired outer folds,fold_diff_2
14,rf_vs_xgb,paired outer folds,fold_diff_3
14,rf_vs_xgb,paired outer folds,fold_diff_4
14,rf_vs_xgb,paired outer folds,fold_diff_5
14,rf_vs_xgb,paired outer folds,folds_agreeing_in_sign
14,rf_vs_xgb,paired outer folds,mean_diff
14,rf_vs_xgb,paired outer folds,n_folds
14,rf_vs_xgb,paired outer folds,sd_diff
15,dt,pooled nested OOF development,Calibration slope proximity to one
15,dt,pooled nested OOF development,PR-AUC
15,dt,pooled nested OOF development,Precision at operating threshold
15,dt,pooled nested OOF development,ROC-AUC
15,dt,pooled nested OOF development,Recall at operating threshold
15,lr,pooled nested OOF development,Calibration slope proximity to one
15,lr,pooled nested OOF development,PR-AUC
15,lr,pooled nested OOF development,Precision at operating threshold
15,lr,pooled nested OOF development,ROC-AUC
15,lr,pooled nested OOF development,Recall at operating threshold
15,rf,pooled nested OOF development,Calibration slope proximity to one
15,rf,pooled nested OOF development,PR-AUC
15,rf,pooled nested OOF development,Precision at operating threshold
15,rf,pooled nested OOF development,ROC-AUC
15,rf,pooled nested OOF development,Recall at operating threshold
15,xgb,pooled nested OOF development,Calibration slope proximity to one
15,xgb,pooled nested OOF development,PR-AUC
15,xgb,pooled nested OOF development,Precision at operating threshold
15,xgb,pooled nested OOF development,ROC-AUC
15,xgb,pooled nested OOF development,Recall at operating threshold
16,dt,cross-fitted development,permutation::age::mean
16,dt,cross-fitted development,permutation::age::rank
16,dt,cross-fitted development,permutation::age::sd
16,dt,cross-fitted development,permutation::bill_amount_april::mean
16,dt,cross-fitted development,permutation::bill_amount_april::rank
16,dt,cross-fitted development,permutation::bill_amount_april::sd
16,dt,cross-fitted development,permutation::bill_amount_august::mean
16,dt,cross-fitted development,permutation::bill_amount_august::rank
16,dt,cross-fitted development,permutation::bill_amount_august::sd
16,dt,cross-fitted development,permutation::bill_amount_july::mean
16,dt,cross-fitted development,permutation::bill_amount_july::rank
16,dt,cross-fitted development,permutation::bill_amount_july::sd
16,dt,cross-fitted development,permutation::bill_amount_june::mean
16,dt,cross-fitted development,permutation::bill_amount_june::rank
16,dt,cross-fitted development,permutation::bill_amount_june::sd
16,dt,cross-fitted development,permutation::bill_amount_may::mean
16,dt,cross-fitted development,permutation::bill_amount_may::rank
16,dt,cross-fitted development,permutation::bill_amount_may::sd
16,dt,cross-fitted development,permutation::bill_amount_september::mean
16,dt,cross-fitted development,permutation::bill_amount_september::rank
16,dt,cross-fitted development,permutation::bill_amount_september::sd
16,dt,cross-fitted development,permutation::credit_limit::mean
16,dt,cross-fitted development,permutation::credit_limit::rank
16,dt,cross-fitted development,permutation::credit_limit::sd
16,dt,cross-fitted development,permutation::education_level::mean
16,dt,cross-fitted development,permutation::education_level::rank
16,dt,cross-fitted development,permutation::education_level::sd
16,dt,cross-fitted development,permutation::marital_status::mean
16,dt,cross-fitted development,permutation::marital_status::rank
16,dt,cross-fitted development,permutation::marital_status::sd
16,dt,cross-fitted development,permutation::payment_amount_april::mean
16,dt,cross-fitted development,permutation::payment_amount_april::rank
16,dt,cross-fitted development,permutation::payment_amount_april::sd
16,dt,cross-fitted development,permutation::payment_amount_august::mean
16,dt,cross-fitted development,permutation::payment_amount_august::rank
16,dt,cross-fitted development,permutation::payment_amount_august::sd
16,dt,cross-fitted development,permutation::payment_amount_july::mean
16,dt,cross-fitted development,permutation::payment_amount_july::rank
16,dt,cross-fitted development,permutation::payment_amount_july::sd
16,dt,cross-fitted development,permutation::payment_amount_june::mean
16,dt,cross-fitted development,permutation::payment_amount_june::rank
16,dt,cross-fitted development,permutation::payment_amount_june::sd
16,dt,cross-fitted development,permutation::payment_amount_may::mean
16,dt,cross-fitted development,permutation::payment_amount_may::rank
16,dt,cross-fitted development,permutation::payment_amount_may::sd
16,dt,cross-fitted development,permutation::payment_amount_september::mean
16,dt,cross-fitted development,permutation::payment_amount_september::rank
16,dt,cross-fitted development,permutation::payment_amount_september::sd
16,dt,cross-fitted development,permutation::repayment_status_april::mean
16,dt,cross-fitted development,permutation::repayment_status_april::rank
16,dt,cross-fitted development,permutation::repayment_status_april::sd
16,dt,cross-fitted development,permutation::repayment_status_august::mean
16,dt,cross-fitted development,permutation::repayment_status_august::rank
16,dt,cross-fitted development,permutation::repayment_status_august::sd
16,dt,cross-fitted development,permutation::repayment_status_july::mean
16,dt,cross-fitted development,permutation::repayment_status_july::rank
16,dt,cross-fitted development,permutation::repayment_status_july::sd
16,dt,cross-fitted development,permutation::repayment_status_june::mean
16,dt,cross-fitted development,permutation::repayment_status_june::rank
16,dt,cross-fitted development,permutation::repayment_status_june::sd
16,dt,cross-fitted development,permutation::repayment_status_may::mean
16,dt,cross-fitted development,permutation::repayment_status_may::rank
16,dt,cross-fitted development,permutation::repayment_status_may::sd
16,dt,cross-fitted development,permutation::repayment_status_september::mean
16,dt,cross-fitted development,permutation::repayment_status_september::rank
16,dt,cross-fitted development,permutation::repayment_status_september::sd
16,dt,cross-fitted development,permutation::sex::mean
16,dt,cross-fitted development,permutation::sex::rank
16,dt,cross-fitted development,permutation::sex::sd
16,dt,final-refit development,native::age::importance
16,dt,final-refit development,native::bill_amount_april::importance
16,dt,final-refit development,native::bill_amount_august::importance
16,dt,final-refit development,native::bill_amount_july::importance
16,dt,final-refit development,native::bill_amount_june::importance
16,dt,final-refit development,native::bill_amount_may::importance
16,dt,final-refit development,native::bill_amount_september::importance
16,dt,final-refit development,native::credit_limit::importance
16,dt,final-refit development,native::education_level::importance
16,dt,final-refit development,native::marital_status::importance
16,dt,final-refit development,native::payment_amount_april::importance
16,dt,final-refit development,native::payment_amount_august::importance
16,dt,final-refit development,native::payment_amount_july::importance
16,dt,final-refit development,native::payment_amount_june::importance
16,dt,final-refit development,native::payment_amount_may::importance
16,dt,final-refit development,native::payment_amount_september::importance
16,dt,final-refit development,native::repayment_status_april::importance
16,dt,final-refit development,native::repayment_status_august::importance
16,dt,final-refit development,native::repayment_status_july::importance
16,dt,final-refit development,native::repayment_status_june::importance
16,dt,final-refit development,native::repayment_status_may::importance
16,dt,final-refit development,native::repayment_status_september::importance
16,dt,final-refit development,native::sex::importance
16,dt,final-refit development,shap::age::direction_rho
16,dt,final-refit development,shap::age::mean_absolute
16,dt,final-refit development,shap::age::mean_signed
16,dt,final-refit development,shap::age::rank
16,dt,final-refit development,shap::bill_amount_april::direction_rho
16,dt,final-refit development,shap::bill_amount_april::mean_absolute
16,dt,final-refit development,shap::bill_amount_april::mean_signed
16,dt,final-refit development,shap::bill_amount_april::rank
16,dt,final-refit development,shap::bill_amount_august::direction_rho
16,dt,final-refit development,shap::bill_amount_august::mean_absolute
16,dt,final-refit development,shap::bill_amount_august::mean_signed
16,dt,final-refit development,shap::bill_amount_august::rank
16,dt,final-refit development,shap::bill_amount_july::direction_rho
16,dt,final-refit development,shap::bill_amount_july::mean_absolute
16,dt,final-refit development,shap::bill_amount_july::mean_signed
16,dt,final-refit development,shap::bill_amount_july::rank
16,dt,final-refit development,shap::bill_amount_june::direction_rho
16,dt,final-refit development,shap::bill_amount_june::mean_absolute
16,dt,final-refit development,shap::bill_amount_june::mean_signed
16,dt,final-refit development,shap::bill_amount_june::rank
16,dt,final-refit development,shap::bill_amount_may::direction_rho
16,dt,final-refit development,shap::bill_amount_may::mean_absolute
16,dt,final-refit development,shap::bill_amount_may::mean_signed
16,dt,final-refit development,shap::bill_amount_may::rank
16,dt,final-refit development,shap::bill_amount_september::direction_rho
16,dt,final-refit development,shap::bill_amount_september::mean_absolute
16,dt,final-refit development,shap::bill_amount_september::mean_signed
16,dt,final-refit development,shap::bill_amount_september::rank
16,dt,final-refit development,shap::credit_limit::direction_rho
16,dt,final-refit development,shap::credit_limit::mean_absolute
16,dt,final-refit development,shap::credit_limit::mean_signed
16,dt,final-refit development,shap::credit_limit::rank
16,dt,final-refit development,shap::education_level::direction_rho
16,dt,final-refit development,shap::education_level::mean_absolute
16,dt,final-refit development,shap::education_level::mean_signed
16,dt,final-refit development,shap::education_level::rank
16,dt,final-refit development,shap::marital_status::direction_rho
16,dt,final-refit development,shap::marital_status::mean_absolute
16,dt,final-refit development,shap::marital_status::mean_signed
16,dt,final-refit development,shap::marital_status::rank
16,dt,final-refit development,shap::payment_amount_april::direction_rho
16,dt,final-refit development,shap::payment_amount_april::mean_absolute
16,dt,final-refit development,shap::payment_amount_april::mean_signed
16,dt,final-refit development,shap::payment_amount_april::rank
16,dt,final-refit development,shap::payment_amount_august::direction_rho
16,dt,final-refit development,shap::payment_amount_august::mean_absolute
16,dt,final-refit development,shap::payment_amount_august::mean_signed
16,dt,final-refit development,shap::payment_amount_august::rank
16,dt,final-refit development,shap::payment_amount_july::direction_rho
16,dt,final-refit development,shap::payment_amount_july::mean_absolute
16,dt,final-refit development,shap::payment_amount_july::mean_signed
16,dt,final-refit development,shap::payment_amount_july::rank
16,dt,final-refit development,shap::payment_amount_june::direction_rho
16,dt,final-refit development,shap::payment_amount_june::mean_absolute
16,dt,final-refit development,shap::payment_amount_june::mean_signed
16,dt,final-refit development,shap::payment_amount_june::rank
16,dt,final-refit development,shap::payment_amount_may::direction_rho
16,dt,final-refit development,shap::payment_amount_may::mean_absolute
16,dt,final-refit development,shap::payment_amount_may::mean_signed
16,dt,final-refit development,shap::payment_amount_may::rank
16,dt,final-refit development,shap::payment_amount_september::direction_rho
16,dt,final-refit development,shap::payment_amount_september::mean_absolute
16,dt,final-refit development,shap::payment_amount_september::mean_signed
16,dt,final-refit development,shap::payment_amount_september::rank
16,dt,final-refit development,shap::repayment_status_april::direction_rho
16,dt,final-refit development,shap::repayment_status_april::mean_absolute
16,dt,final-refit development,shap::repayment_status_april::mean_signed
16,dt,final-refit development,shap::repayment_status_april::rank
16,dt,final-refit development,shap::repayment_status_august::direction_rho
16,dt,final-refit development,shap::repayment_status_august::mean_absolute
16,dt,final-refit development,shap::repayment_status_august::mean_signed
16,dt,final-refit development,shap::repayment_status_august::rank
16,dt,final-refit development,shap::repayment_status_july::direction_rho
16,dt,final-refit development,shap::repayment_status_july::mean_absolute
16,dt,final-refit development,shap::repayment_status_july::mean_signed
16,dt,final-refit development,shap::repayment_status_july::rank
16,dt,final-refit development,shap::repayment_status_june::direction_rho
16,dt,final-refit development,shap::repayment_status_june::mean_absolute
16,dt,final-refit development,shap::repayment_status_june::mean_signed
16,dt,final-refit development,shap::repayment_status_june::rank
16,dt,final-refit development,shap::repayment_status_may::direction_rho
16,dt,final-refit development,shap::repayment_status_may::mean_absolute
16,dt,final-refit development,shap::repayment_status_may::mean_signed
16,dt,final-refit development,shap::repayment_status_may::rank
16,dt,final-refit development,shap::repayment_status_september::direction_rho
16,dt,final-refit development,shap::repayment_status_september::mean_absolute
16,dt,final-refit development,shap::repayment_status_september::mean_signed
16,dt,final-refit development,shap::repayment_status_september::rank
16,dt,final-refit development,shap::sex::direction_rho
16,dt,final-refit development,shap::sex::mean_absolute
16,dt,final-refit development,shap::sex::mean_signed
16,dt,final-refit development,shap::sex::rank
16,dt,interpretability summary,calibration_slope
16,dt,interpretability summary,n_features_used
16,dt,interpretability summary,n_leaves
16,dt,interpretability summary,n_nonzero_coef
16,dt,interpretability summary,native_vs_perm_rank_corr
